#SampleID	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__FCPU426	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__WPS-2	d__Bacteria;p__Campylobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__NB1-j	d__Bacteria;p__Dependentiae	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485
SRR9612636	46.0	974.0	97.0	20.0	21.0	285.0	13553.0	3334.0	172.0	1278.0	2506.0	364.0	3.0	22.0	28.0	0.0	5.0	758.0	0.0	0.0	220.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612637	252.0	7646.0	57.0	10.0	27.0	294.0	8585.0	1489.0	58.0	2569.0	683.0	120.0	24.0	70.0	0.0	0.0	12.0	494.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612638	176.0	3233.0	144.0	5.0	33.0	282.0	6275.0	3177.0	30.0	1769.0	477.0	93.0	3.0	589.0	28.0	0.0	9.0	613.0	0.0	5.0	204.0	0.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612639	74.0	1095.0	1215.0	170.0	2543.0	5199.0	4300.0	1628.0	50.0	1652.0	500.0	585.0	6.0	214.0	6.0	11.0	30.0	42.0	22.0	384.0	36.0	333.0	68.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612640	197.0	3787.0	492.0	17.0	48.0	1001.0	18023.0	2594.0	44.0	3008.0	1567.0	356.0	16.0	415.0	14.0	0.0	30.0	527.0	0.0	0.0	105.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612641	680.0	1123.0	47.0	6.0	15.0	763.0	10897.0	9752.0	7.0	1180.0	884.0	123.0	38.0	638.0	49.0	0.0	0.0	122.0	0.0	7.0	22.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612642	307.0	543.0	911.0	136.0	1213.0	3281.0	4491.0	1502.0	25.0	1142.0	383.0	519.0	22.0	355.0	3.0	0.0	5.0	47.0	45.0	367.0	13.0	154.0	104.0	8.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612643	348.0	1111.0	1029.0	150.0	2892.0	5278.0	3721.0	2632.0	30.0	1863.0	439.0	427.0	61.0	425.0	12.0	35.0	12.0	30.0	25.0	225.0	0.0	130.0	76.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612644	244.0	901.0	1021.0	218.0	2193.0	4837.0	4253.0	2123.0	7.0	1394.0	503.0	581.0	12.0	429.0	16.0	19.0	42.0	15.0	29.0	341.0	9.0	254.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612645	278.0	1079.0	1542.0	257.0	2081.0	7012.0	3809.0	1523.0	49.0	1743.0	385.0	490.0	52.0	306.0	16.0	0.0	9.0	34.0	106.0	757.0	13.0	490.0	217.0	0.0	0.0	3.0	4.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612646	16913.0	6772.0	196.0	7.0	26.0	655.0	17348.0	4004.0	151.0	5038.0	1368.0	464.0	7.0	417.0	51.0	0.0	15.0	1020.0	0.0	0.0	68.0	10.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612647	2637.0	521.0	0.0	0.0	11.0	478.0	5261.0	316.0	5.0	485.0	645.0	87.0	5.0	8.0	0.0	0.0	41.0	95.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612648	110.0	6509.0	911.0	83.0	2794.0	1818.0	2295.0	670.0	11.0	3250.0	207.0	306.0	0.0	45.0	11.0	0.0	50.0	31.0	10.0	61.0	6.0	44.0	14.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612649	214.0	6604.0	1005.0	78.0	3449.0	2222.0	2057.0	655.0	3.0	3231.0	316.0	172.0	2.0	21.0	4.0	0.0	50.0	0.0	0.0	63.0	2.0	16.0	8.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612650	358.0	1275.0	4.0	0.0	6.0	124.0	1791.0	7149.0	39.0	445.0	298.0	68.0	0.0	19.0	22.0	0.0	2.0	160.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612651	582.0	796.0	47.0	12.0	45.0	169.0	5649.0	7123.0	57.0	604.0	219.0	91.0	7.0	0.0	35.0	0.0	4.0	70.0	0.0	0.0	9.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
SRR9612653	289.0	494.0	24.0	9.0	15.0	230.0	2561.0	21924.0	6.0	784.0	435.0	60.0	10.0	81.0	24.0	0.0	0.0	39.0	0.0	9.0	0.0	0.0	12.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612655	315.0	333.0	23.0	2.0	13.0	208.0	4069.0	13118.0	39.0	710.0	567.0	249.0	6.0	24.0	27.0	0.0	12.0	125.0	0.0	0.0	3.0	5.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612656	1544.0	4886.0	20.0	0.0	0.0	73.0	2637.0	2019.0	5.0	693.0	151.0	48.0	0.0	30.0	0.0	0.0	2.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612657	1761.0	2657.0	14.0	8.0	27.0	177.0	1149.0	5274.0	19.0	2503.0	360.0	120.0	9.0	20.0	13.0	0.0	0.0	102.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612658	3.0	11613.0	7.0	0.0	31.0	129.0	967.0	1524.0	71.0	1009.0	188.0	53.0	0.0	0.0	0.0	0.0	4.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612660	63.0	2639.0	2777.0	298.0	5184.0	7554.0	7463.0	2406.0	121.0	3088.0	1028.0	1097.0	15.0	355.0	9.0	13.0	21.0	226.0	44.0	486.0	62.0	440.0	81.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612661	271.0	2184.0	3289.0	366.0	5501.0	8139.0	6143.0	2439.0	35.0	3698.0	917.0	1196.0	109.0	293.0	20.0	31.0	482.0	75.0	74.0	891.0	121.0	612.0	178.0	0.0	0.0	0.0	26.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	9.0	4.0	17.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
SRR9612662	118.0	6722.0	192.0	7.0	46.0	425.0	4741.0	2818.0	97.0	1768.0	936.0	185.0	2.0	60.0	13.0	0.0	178.0	1144.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612663	148.0	461.0	50.0	5.0	36.0	183.0	5252.0	12261.0	3.0	1582.0	909.0	216.0	3.0	83.0	68.0	0.0	21.0	318.0	0.0	0.0	27.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612664	164.0	3218.0	3926.0	602.0	5652.0	10237.0	12099.0	2267.0	102.0	5719.0	1161.0	1986.0	46.0	197.0	0.0	0.0	322.0	324.0	52.0	575.0	28.0	362.0	131.0	0.0	2.0	12.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	11.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612665	57.0	2625.0	3342.0	486.0	7326.0	10321.0	8683.0	2124.0	57.0	4411.0	1379.0	1049.0	37.0	246.0	24.0	0.0	33.0	324.0	34.0	473.0	35.0	350.0	56.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	25.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612666	249.0	2279.0	2146.0	287.0	5282.0	6888.0	5430.0	4013.0	72.0	3304.0	656.0	1197.0	66.0	443.0	29.0	5.0	39.0	82.0	14.0	356.0	76.0	215.0	264.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	4.0	22.0	8.0	0.0	8.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612667	487.0	2779.0	3228.0	572.0	5496.0	9052.0	8489.0	3223.0	69.0	5175.0	928.0	1671.0	34.0	386.0	11.0	0.0	153.0	87.0	59.0	837.0	54.0	462.0	159.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	35.0	0.0	0.0	0.0	21.0	15.0	32.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SRR9612668	15.0	6035.0	109.0	19.0	76.0	323.0	11500.0	2495.0	106.0	1960.0	975.0	99.0	3.0	0.0	0.0	0.0	0.0	1346.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612669	340.0	3670.0	293.0	68.0	115.0	842.0	10077.0	6490.0	64.0	4241.0	1673.0	417.0	35.0	473.0	36.0	0.0	21.0	807.0	0.0	10.0	496.0	0.0	14.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612670	62.0	2351.0	3616.0	182.0	3461.0	6719.0	4842.0	1245.0	66.0	2400.0	580.0	1008.0	33.0	11.0	7.0	0.0	69.0	29.0	9.0	542.0	41.0	192.0	89.0	0.0	0.0	0.0	31.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612671	136.0	657.0	2043.0	184.0	2792.0	4846.0	8089.0	936.0	139.0	1312.0	1440.0	1113.0	30.0	66.0	0.0	8.0	290.0	46.0	15.0	214.0	45.0	85.0	60.0	0.0	0.0	5.0	21.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612672	38.0	1830.0	3191.0	324.0	3668.0	7887.0	5089.0	1344.0	118.0	2778.0	907.0	1029.0	13.0	32.0	0.0	0.0	15.0	25.0	27.0	383.0	58.0	165.0	122.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	19.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612673	74.0	1448.0	2633.0	404.0	3049.0	6201.0	6193.0	1415.0	103.0	2295.0	1310.0	1687.0	30.0	68.0	2.0	0.0	124.0	31.0	18.0	229.0	33.0	110.0	98.0	0.0	0.0	8.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612675	0.0	2756.0	115.0	12.0	63.0	227.0	2845.0	1691.0	1166.0	1633.0	1226.0	167.0	2.0	0.0	0.0	0.0	18.0	139.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612676	81.0	2027.0	2852.0	220.0	4214.0	5687.0	5346.0	1178.0	115.0	1919.0	703.0	949.0	15.0	35.0	0.0	0.0	9.0	30.0	15.0	283.0	41.0	120.0	126.0	0.0	0.0	0.0	35.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	23.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SRR9612677	0.0	330.0	61.0	3.0	92.0	136.0	7133.0	1782.0	328.0	1485.0	1067.0	108.0	2.0	41.0	0.0	0.0	74.0	255.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612678	86.0	4000.0	5109.0	826.0	7583.0	10971.0	8855.0	1996.0	114.0	5047.0	1167.0	1979.0	11.0	121.0	0.0	8.0	229.0	143.0	56.0	926.0	73.0	308.0	126.0	0.0	0.0	3.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	2.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612679	192.0	2018.0	2246.0	312.0	4180.0	4626.0	8648.0	1298.0	219.0	2143.0	1675.0	1487.0	80.0	50.0	6.0	0.0	213.0	76.0	17.0	198.0	42.0	83.0	105.0	0.0	0.0	0.0	25.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	15.0	0.0	11.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612680	47.0	1061.0	1863.0	220.0	3312.0	5540.0	5285.0	876.0	90.0	2288.0	1531.0	1126.0	25.0	50.0	0.0	0.0	289.0	34.0	6.0	250.0	19.0	131.0	44.0	0.0	0.0	3.0	26.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612681	463.0	2359.0	3127.0	434.0	4045.0	9721.0	5224.0	3231.0	85.0	3445.0	770.0	1089.0	113.0	378.0	14.0	0.0	25.0	73.0	11.0	772.0	38.0	547.0	353.0	0.0	0.0	0.0	37.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612682	84.0	1679.0	2210.0	163.0	3446.0	4763.0	5767.0	1287.0	67.0	1633.0	930.0	708.0	34.0	101.0	3.0	0.0	225.0	39.0	12.0	271.0	27.0	45.0	138.0	0.0	0.0	4.0	14.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612683	33.0	1621.0	1734.0	148.0	2582.0	3126.0	3892.0	828.0	78.0	1499.0	782.0	661.0	28.0	32.0	0.0	0.0	82.0	16.0	14.0	178.0	42.0	28.0	55.0	0.0	0.0	0.0	24.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612685	34.0	999.0	1592.0	151.0	2834.0	3989.0	3261.0	938.0	79.0	1011.0	363.0	498.0	10.0	75.0	0.0	0.0	58.0	20.0	15.0	187.0	8.0	54.0	32.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612690	59.0	2342.0	1220.0	136.0	2439.0	3216.0	2969.0	883.0	60.0	1230.0	459.0	492.0	0.0	60.0	0.0	2.0	25.0	26.0	5.0	125.0	57.0	33.0	57.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612691	88.0	1964.0	2041.0	165.0	4690.0	5496.0	4386.0	1296.0	65.0	2153.0	338.0	908.0	12.0	64.0	0.0	43.0	272.0	24.0	25.0	361.0	9.0	73.0	99.0	0.0	0.0	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612692	13.0	6202.0	47.0	0.0	39.0	130.0	5921.0	656.0	16.0	1046.0	359.0	243.0	0.0	13.0	3.0	0.0	6.0	1503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612693	121.0	2328.0	2126.0	309.0	4076.0	7700.0	5756.0	1057.0	101.0	2001.0	1153.0	978.0	37.0	100.0	0.0	3.0	74.0	68.0	13.0	517.0	27.0	256.0	63.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612694	520.0	679.0	13.0	0.0	27.0	667.0	2753.0	6673.0	0.0	2023.0	972.0	311.0	0.0	59.0	59.0	0.0	12.0	269.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612697	29.0	783.0	1123.0	93.0	2185.0	2905.0	7574.0	614.0	19.0	946.0	512.0	476.0	18.0	111.0	0.0	0.0	0.0	67.0	15.0	133.0	0.0	65.0	27.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	16.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612698	48.0	1830.0	2659.0	233.0	4867.0	4880.0	3701.0	1016.0	41.0	1480.0	301.0	418.0	11.0	63.0	0.0	9.0	6.0	14.0	14.0	405.0	6.0	123.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612699	75.0	1157.0	1637.0	103.0	2551.0	4105.0	3391.0	804.0	12.0	1252.0	437.0	760.0	11.0	32.0	0.0	0.0	765.0	17.0	11.0	298.0	31.0	117.0	51.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612700	47.0	1556.0	1760.0	112.0	3394.0	4371.0	2412.0	1042.0	29.0	1535.0	278.0	303.0	10.0	31.0	0.0	22.0	2.0	29.0	15.0	277.0	17.0	60.0	42.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612701	127.0	1999.0	2140.0	185.0	3737.0	3883.0	4866.0	841.0	11.0	1645.0	455.0	593.0	14.0	59.0	2.0	15.0	9.0	51.0	26.0	229.0	0.0	90.0	31.0	0.0	0.0	0.0	14.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612702	84.0	1523.0	2558.0	159.0	4171.0	7204.0	3815.0	1290.0	38.0	2244.0	275.0	645.0	14.0	118.0	2.0	10.0	33.0	20.0	18.0	541.0	35.0	215.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	3.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612703	64.0	1626.0	2175.0	158.0	3492.0	4463.0	3503.0	853.0	29.0	1501.0	499.0	500.0	20.0	45.0	0.0	12.0	48.0	80.0	12.0	251.0	26.0	125.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612704	69.0	2313.0	2457.0	168.0	5638.0	5904.0	5566.0	1537.0	31.0	1839.0	589.0	904.0	17.0	219.0	3.0	12.0	303.0	16.0	0.0	439.0	48.0	194.0	83.0	0.0	0.0	0.0	15.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612708	212.0	1183.0	1242.0	64.0	2448.0	4150.0	3000.0	1021.0	32.0	1243.0	372.0	358.0	33.0	111.0	13.0	22.0	70.0	34.0	28.0	246.0	23.0	98.0	74.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612709	314.0	805.0	521.0	45.0	1743.0	2949.0	2252.0	1146.0	26.0	859.0	300.0	330.0	11.0	86.0	0.0	14.0	154.0	8.0	6.0	153.0	0.0	121.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612710	351.0	685.0	691.0	60.0	1737.0	2867.0	2554.0	963.0	22.0	1095.0	415.0	265.0	18.0	104.0	12.0	22.0	110.0	27.0	28.0	171.0	17.0	62.0	44.0	0.0	2.0	0.0	29.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612711	130.0	1777.0	2995.0	210.0	3624.0	8654.0	5216.0	1707.0	42.0	2291.0	550.0	997.0	45.0	216.0	0.0	24.0	19.0	39.0	38.0	566.0	26.0	527.0	124.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612712	31.0	4701.0	6.0	0.0	0.0	158.0	6536.0	1068.0	31.0	2194.0	3012.0	80.0	0.0	7.0	0.0	0.0	0.0	196.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612713	815.0	1248.0	3.0	0.0	7.0	122.0	9883.0	888.0	34.0	728.0	906.0	75.0	0.0	55.0	15.0	0.0	2.0	562.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
