#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__FCPU426	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__WPS-2	d__Bacteria;p__Campylobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__NB1-j	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__RCP2-54	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WS1	d__Bacteria;p__Dadabacteria
SRR9612727	20.0	8924.0	1175.0	29.0	355.0	0.0	5188.0	0.0	1522.0	100.0	2843.0	47.0	62.0	0.0	0.0	222.0	682.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612728	35.0	7544.0	426.0	1348.0	268.0	145.0	818.0	0.0	2514.0	62.0	1425.0	29.0	35.0	0.0	4.0	19.0	43.0	14.0	0.0	3.0	11.0	64.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612729	27.0	16831.0	705.0	446.0	707.0	161.0	3326.0	0.0	3236.0	155.0	3870.0	87.0	185.0	0.0	19.0	290.0	604.0	0.0	0.0	4.0	2.0	30.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612730	38.0	9961.0	1223.0	881.0	293.0	507.0	947.0	0.0	8233.0	276.0	1101.0	53.0	79.0	0.0	0.0	12.0	287.0	3.0	0.0	14.0	2.0	92.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612745	26.0	7346.0	274.0	4.0	132.0	49.0	395.0	0.0	310.0	185.0	1819.0	16.0	26.0	0.0	10.0	0.0	417.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612749	12.0	3122.0	606.0	39.0	799.0	2026.0	3042.0	0.0	11726.0	322.0	625.0	30.0	25.0	0.0	8.0	21.0	113.0	2.0	0.0	29.0	2.0	22.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612750	10.0	1091.0	227.0	0.0	81.0	50.0	225.0	0.0	11052.0	20.0	307.0	40.0	14.0	0.0	0.0	0.0	6.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612758	8.0	7858.0	594.0	2715.0	704.0	754.0	1688.0	0.0	6416.0	316.0	2655.0	29.0	24.0	0.0	8.0	78.0	163.0	28.0	0.0	0.0	26.0	73.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612759	36.0	2961.0	487.0	356.0	160.0	87.0	1609.0	0.0	2136.0	147.0	1545.0	10.0	25.0	0.0	9.0	27.0	505.0	8.0	0.0	0.0	13.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612760	19.0	4663.0	637.0	411.0	360.0	855.0	672.0	0.0	10057.0	193.0	2682.0	7.0	39.0	0.0	2.0	8.0	20.0	13.0	0.0	19.0	19.0	58.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612761	31.0	3984.0	852.0	1598.0	373.0	238.0	1967.0	0.0	7588.0	207.0	1752.0	46.0	27.0	0.0	13.0	10.0	155.0	12.0	0.0	0.0	2.0	49.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612762	10.0	5409.0	829.0	1284.0	371.0	391.0	2225.0	0.0	5171.0	272.0	2898.0	30.0	11.0	0.0	0.0	10.0	456.0	0.0	0.0	11.0	15.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612763	13.0	5257.0	448.0	490.0	337.0	153.0	1191.0	0.0	3640.0	260.0	2305.0	12.0	108.0	0.0	16.0	39.0	379.0	5.0	0.0	2.0	16.0	30.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612764	26.0	4889.0	737.0	1963.0	316.0	185.0	692.0	0.0	6431.0	520.0	1338.0	11.0	39.0	0.0	4.0	0.0	607.0	0.0	0.0	8.0	27.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612770	26.0	5550.0	528.0	37.0	200.0	71.0	846.0	0.0	1177.0	240.0	3421.0	16.0	39.0	0.0	4.0	12.0	684.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612772	42.0	7102.0	950.0	2.0	190.0	0.0	2903.0	0.0	1193.0	108.0	1001.0	414.0	89.0	0.0	0.0	22.0	313.0	5.0	2.0	12.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612793	19.0	6117.0	1376.0	0.0	217.0	9.0	10492.0	0.0	1169.0	214.0	1062.0	36.0	108.0	0.0	23.0	13.0	460.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612794	54.0	13598.0	2463.0	878.0	988.0	2018.0	2275.0	0.0	5447.0	566.0	4044.0	42.0	251.0	0.0	27.0	71.0	315.0	0.0	0.0	2.0	4.0	223.0	5.0	15.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612795	45.0	9311.0	1517.0	60.0	618.0	270.0	6247.0	0.0	5246.0	182.0	2143.0	34.0	89.0	0.0	25.0	442.0	524.0	7.0	0.0	5.0	0.0	84.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612796	44.0	17949.0	1650.0	757.0	977.0	651.0	1895.0	0.0	6801.0	207.0	3307.0	90.0	178.0	0.0	17.0	935.0	325.0	12.0	0.0	16.0	14.0	144.0	0.0	0.0	8.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612803	34.0	10199.0	501.0	1777.0	289.0	257.0	2642.0	0.0	10835.0	40.0	966.0	18.0	21.0	0.0	0.0	36.0	189.0	15.0	0.0	24.0	19.0	71.0	0.0	0.0	0.0	12.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612804	4.0	15622.0	625.0	545.0	540.0	513.0	1682.0	0.0	3348.0	157.0	1644.0	16.0	141.0	0.0	12.0	103.0	627.0	0.0	0.0	0.0	6.0	57.0	0.0	0.0	0.0	5.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0
SRR9612813	29.0	11394.0	1205.0	1378.0	264.0	117.0	898.0	0.0	6057.0	322.0	970.0	17.0	91.0	0.0	7.0	174.0	546.0	6.0	0.0	0.0	13.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612814	23.0	6739.0	864.0	1640.0	471.0	156.0	1970.0	0.0	5140.0	168.0	3720.0	63.0	87.0	0.0	5.0	64.0	938.0	13.0	0.0	17.0	26.0	89.0	0.0	4.0	7.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
SRR9612815	0.0	17082.0	707.0	71.0	468.0	68.0	5742.0	0.0	2859.0	106.0	1125.0	50.0	98.0	0.0	38.0	93.0	329.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612816	28.0	1531.0	193.0	0.0	145.0	22.0	8363.0	0.0	693.0	57.0	1429.0	6.0	27.0	0.0	0.0	0.0	539.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612817	12.0	8022.0	883.0	125.0	886.0	194.0	1453.0	0.0	8156.0	434.0	3246.0	28.0	10.0	0.0	11.0	11.0	347.0	3.0	0.0	3.0	12.0	23.0	0.0	0.0	5.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612825	10.0	19333.0	592.0	2920.0	633.0	6109.0	800.0	0.0	4468.0	162.0	1153.0	17.0	13.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	8.0	108.0	0.0	0.0	0.0	0.0	14.0	25.0	0.0	0.0	0.0	2.0	0.0	0.0	1611.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612826	10.0	4313.0	454.0	906.0	208.0	103.0	941.0	0.0	6646.0	39.0	740.0	6.0	88.0	0.0	5.0	65.0	220.0	0.0	0.0	0.0	9.0	21.0	0.0	0.0	11.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612829	7.0	6890.0	1128.0	65.0	375.0	5000.0	740.0	0.0	1829.0	341.0	858.0	17.0	76.0	0.0	4.0	90.0	191.0	0.0	0.0	29.0	16.0	20.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612830	19.0	6609.0	1044.0	8.0	141.0	23.0	307.0	0.0	548.0	201.0	1920.0	16.0	35.0	0.0	2.0	10.0	509.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612831	70.0	6662.0	699.0	6.0	269.0	15.0	263.0	0.0	1115.0	235.0	1978.0	24.0	61.0	0.0	0.0	7.0	484.0	0.0	0.0	4.0	10.0	7.0	0.0	4.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612832	6.0	8908.0	1000.0	66.0	226.0	380.0	899.0	0.0	1897.0	155.0	1837.0	31.0	60.0	0.0	19.0	68.0	392.0	2.0	0.0	15.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612833	44.0	14585.0	1338.0	56.0	733.0	47.0	3745.0	0.0	3179.0	619.0	6299.0	93.0	116.0	0.0	10.0	11.0	1603.0	3.0	0.0	0.0	16.0	10.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612834	10.0	12757.0	4389.0	18.0	287.0	38.0	2349.0	0.0	2164.0	35.0	909.0	72.0	31.0	0.0	2.0	41.0	957.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612835	49.0	18542.0	1645.0	100.0	352.0	918.0	1430.0	0.0	3974.0	332.0	2437.0	17.0	80.0	0.0	3.0	13.0	915.0	0.0	0.0	15.0	10.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612836	31.0	7347.0	1355.0	60.0	599.0	171.0	435.0	0.0	4623.0	407.0	3130.0	10.0	66.0	0.0	9.0	3.0	876.0	0.0	3.0	18.0	16.0	63.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612840	23.0	8558.0	3562.0	37.0	365.0	11.0	5228.0	0.0	1275.0	82.0	2490.0	72.0	49.0	0.0	3.0	39.0	985.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612845	24.0	6956.0	789.0	56.0	314.0	0.0	3166.0	0.0	1982.0	60.0	1085.0	46.0	206.0	0.0	9.0	350.0	531.0	0.0	0.0	0.0	6.0	125.0	0.0	2.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612846	4.0	7546.0	369.0	0.0	152.0	239.0	1129.0	0.0	686.0	61.0	827.0	13.0	12.0	0.0	0.0	8.0	727.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612847	6.0	4146.0	567.0	1258.0	301.0	344.0	2348.0	0.0	4747.0	47.0	2020.0	14.0	47.0	0.0	4.0	131.0	158.0	0.0	0.0	0.0	18.0	33.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612856	21.0	5747.0	492.0	0.0	252.0	45.0	246.0	0.0	926.0	102.0	1652.0	25.0	43.0	0.0	5.0	0.0	1009.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612857	31.0	2924.0	369.0	4.0	97.0	14.0	4870.0	0.0	612.0	88.0	1747.0	33.0	26.0	0.0	2.0	0.0	363.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612858	67.0	5629.0	483.0	30.0	219.0	61.0	363.0	0.0	760.0	126.0	1919.0	21.0	42.0	0.0	7.0	2.0	584.0	0.0	0.0	4.0	8.0	31.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612863	12.0	9734.0	1319.0	0.0	81.0	138.0	824.0	0.0	281.0	62.0	1256.0	9.0	2.0	0.0	3.0	4.0	467.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612868	29.0	7188.0	522.0	0.0	127.0	7.0	314.0	0.0	492.0	129.0	1880.0	0.0	66.0	0.0	0.0	0.0	456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612870	11.0	18302.0	671.0	34.0	117.0	65.0	613.0	0.0	437.0	158.0	1332.0	17.0	21.0	0.0	4.0	0.0	307.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612875	38.0	1715.0	407.0	63.0	291.0	371.0	610.0	0.0	9131.0	179.0	536.0	21.0	6.0	0.0	5.0	90.0	183.0	0.0	0.0	10.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612876	22.0	1198.0	207.0	24.0	79.0	149.0	284.0	0.0	8701.0	53.0	256.0	21.0	8.0	0.0	4.0	5.0	87.0	0.0	0.0	10.0	8.0	27.0	0.0	3.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612878	25.0	2783.0	377.0	31.0	148.0	568.0	821.0	0.0	3647.0	173.0	2134.0	14.0	21.0	0.0	4.0	5.0	190.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612879	139.0	4360.0	593.0	20.0	202.0	1583.0	6548.0	0.0	1299.0	194.0	955.0	20.0	18.0	0.0	3.0	0.0	754.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612880	25.0	1686.0	571.0	24.0	384.0	76.0	389.0	0.0	8927.0	197.0	1602.0	11.0	36.0	0.0	0.0	6.0	141.0	0.0	0.0	0.0	9.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612882	29.0	6169.0	1180.0	106.0	501.0	92.0	1787.0	0.0	11533.0	202.0	3228.0	24.0	35.0	0.0	2.0	0.0	226.0	8.0	0.0	0.0	8.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612884	68.0	2930.0	669.0	18.0	357.0	38.0	3003.0	0.0	2163.0	113.0	1096.0	20.0	74.0	0.0	8.0	11.0	761.0	5.0	0.0	2.0	0.0	22.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612902	26.0	8465.0	802.0	0.0	182.0	10.0	5810.0	0.0	1263.0	256.0	2798.0	18.0	22.0	0.0	13.0	0.0	1121.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612905	228.0	6165.0	1134.0	56.0	619.0	170.0	9297.0	2.0	1700.0	497.0	1920.0	48.0	146.0	0.0	10.0	11.0	505.0	8.0	0.0	18.0	0.0	27.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612909	43.0	18347.0	2485.0	0.0	604.0	0.0	3405.0	0.0	2394.0	470.0	5578.0	41.0	107.0	0.0	5.0	16.0	1539.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612916	17.0	5622.0	556.0	536.0	305.0	226.0	390.0	0.0	35443.0	52.0	1539.0	23.0	14.0	0.0	0.0	12.0	15.0	38.0	0.0	0.0	12.0	37.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612926	31.0	6477.0	920.0	95.0	526.0	69.0	3757.0	0.0	2294.0	304.0	2370.0	32.0	218.0	0.0	29.0	223.0	2017.0	0.0	0.0	5.0	7.0	31.0	0.0	0.0	0.0	3.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612929	15.0	8962.0	579.0	144.0	528.0	191.0	602.0	0.0	2564.0	296.0	2212.0	27.0	67.0	7.0	11.0	34.0	574.0	0.0	0.0	8.0	2.0	63.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612930	10.0	24428.0	544.0	882.0	283.0	4256.0	799.0	0.0	3005.0	149.0	1304.0	18.0	11.0	0.0	3.0	26.0	104.0	0.0	0.0	0.0	23.0	62.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612931	10.0	5235.0	728.0	1237.0	407.0	717.0	494.0	0.0	32268.0	229.0	2997.0	32.0	34.0	2.0	0.0	38.0	109.0	22.0	0.0	0.0	32.0	84.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1359.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612932	19.0	24718.0	3199.0	919.0	1059.0	236.0	4937.0	0.0	4658.0	596.0	3962.0	88.0	788.0	2.0	117.0	744.0	1216.0	7.0	0.0	101.0	49.0	135.0	3.0	9.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612933	42.0	18548.0	945.0	822.0	990.0	1281.0	5323.0	0.0	7328.0	441.0	5432.0	51.0	118.0	0.0	7.0	17.0	608.0	8.0	0.0	6.0	36.0	54.0	0.0	0.0	3.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	8237.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612934	15.0	21026.0	1095.0	1158.0	2304.0	1715.0	2325.0	0.0	4045.0	462.0	1521.0	8.0	34.0	0.0	3.0	17.0	39.0	2.0	0.0	3.0	18.0	151.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612935	9.0	10983.0	703.0	270.0	386.0	24.0	9758.0	0.0	3250.0	255.0	3512.0	82.0	150.0	0.0	8.0	140.0	345.0	0.0	0.0	28.0	0.0	15.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143345	267.0	4787.0	1019.0	0.0	771.0	580.0	2261.0	0.0	116.0	195.0	338.0	17.0	19.0	7.0	0.0	0.0	0.0	27.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
