#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__FCPU426	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__RCP2-54	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__TX1A-33	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Dadabacteria	d__Bacteria;p__GAL15	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__WS2	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__Nitrospinota	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__WS4	d__Bacteria;p__PAUC34f	d__Bacteria;p__DTB120	d__Bacteria;p__FW113	d__Bacteria;p__Sva0485	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__LCP-89	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__TA06
SRR5459474	38.0	4160.0	1173.0	0.0	214.0	806.0	2514.0	0.0	223.0	289.0	536.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1461.0	112.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459481	0.0	2546.0	97.0	0.0	213.0	2514.0	4580.0	0.0	248.0	0.0	590.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459485	62.0	3886.0	390.0	0.0	770.0	1822.0	7269.0	0.0	234.0	192.0	1249.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459493	8.0	2852.0	80.0	0.0	608.0	1381.0	5302.0	0.0	537.0	0.0	792.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459497	157.0	3023.0	344.0	0.0	457.0	1165.0	5569.0	0.0	288.0	0.0	941.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459508	19.0	2394.0	488.0	0.0	396.0	1975.0	3732.0	0.0	487.0	0.0	870.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459512	87.0	2929.0	611.0	0.0	939.0	975.0	5567.0	0.0	842.0	79.0	1100.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459516	100.0	3506.0	500.0	0.0	258.0	895.0	4876.0	0.0	622.0	0.0	373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459524	79.0	3149.0	16.0	0.0	560.0	3754.0	5805.0	0.0	264.0	173.0	891.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459534	0.0	1690.0	120.0	0.0	200.0	2091.0	5156.0	0.0	489.0	0.0	516.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459537	33.0	3884.0	494.0	0.0	328.0	1760.0	3922.0	0.0	361.0	45.0	400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459545	55.0	3490.0	666.0	0.0	159.0	1018.0	4178.0	0.0	364.0	0.0	524.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	777.0	10.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459574	538.0	3999.0	1092.0	0.0	674.0	541.0	1565.0	0.0	1097.0	215.0	644.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	2223.0	125.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5459585	138.0	4220.0	447.0	0.0	677.0	753.0	2941.0	0.0	614.0	216.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2131.0	59.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764340	967.0	5474.0	2628.0	0.0	4754.0	2232.0	1320.0	0.0	1245.0	728.0	1222.0	215.0	37.0	9.0	15.0	0.0	0.0	0.0	0.0	274.0	0.0	285.0	77.0	11.0	38.0	100.0	37.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764344	682.0	5226.0	3489.0	0.0	3553.0	780.0	869.0	0.0	883.0	660.0	767.0	206.0	23.0	0.0	61.0	0.0	0.0	0.0	118.0	361.0	0.0	27.0	277.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764351	483.0	3475.0	2576.0	0.0	3223.0	844.0	678.0	0.0	846.0	729.0	754.0	84.0	26.0	0.0	0.0	0.0	8.0	0.0	55.0	193.0	0.0	45.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764352	622.0	4074.0	2754.0	0.0	2278.0	1281.0	868.0	0.0	835.0	625.0	593.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	224.0	0.0	53.0	139.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764354	1112.0	4590.0	1989.0	0.0	4389.0	518.0	2387.0	0.0	708.0	1975.0	2070.0	212.0	128.0	0.0	90.0	33.0	8.0	0.0	29.0	269.0	0.0	55.0	148.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764355	1762.0	5479.0	3118.0	0.0	4419.0	596.0	1122.0	0.0	1400.0	1515.0	1614.0	158.0	20.0	0.0	45.0	123.0	0.0	0.0	86.0	278.0	0.0	21.0	41.0	0.0	0.0	147.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764356	1384.0	3281.0	2568.0	0.0	4808.0	531.0	853.0	0.0	406.0	1276.0	722.0	86.0	128.0	0.0	58.0	37.0	11.0	0.0	0.0	301.0	0.0	13.0	126.0	0.0	36.0	27.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764357	718.0	4186.0	2068.0	0.0	4056.0	739.0	2039.0	0.0	532.0	1577.0	1748.0	6.0	105.0	0.0	59.0	37.0	0.0	0.0	34.0	209.0	0.0	82.0	121.0	0.0	0.0	38.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764359	1735.0	4136.0	2465.0	0.0	5093.0	469.0	574.0	0.0	926.0	1421.0	843.0	41.0	61.0	0.0	0.0	19.0	0.0	0.0	0.0	207.0	0.0	13.0	121.0	17.0	0.0	80.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764360	1764.0	6529.0	3390.0	0.0	5008.0	1031.0	1141.0	0.0	1031.0	1399.0	1330.0	49.0	95.0	0.0	33.0	50.0	17.0	0.0	0.0	330.0	0.0	36.0	135.0	0.0	62.0	128.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764361	1076.0	2880.0	2350.0	0.0	4248.0	325.0	719.0	0.0	1056.0	1078.0	807.0	77.0	37.0	0.0	31.0	25.0	0.0	0.0	26.0	313.0	0.0	32.0	109.0	0.0	50.0	27.0	37.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764363	940.0	3586.0	1943.0	0.0	4243.0	540.0	1911.0	0.0	522.0	1200.0	1508.0	0.0	272.0	0.0	0.0	26.0	0.0	0.0	0.0	304.0	0.0	384.0	211.0	0.0	0.0	76.0	10.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764364	467.0	3589.0	1712.0	0.0	3184.0	868.0	1777.0	0.0	407.0	955.0	1505.0	21.0	105.0	0.0	0.0	0.0	0.0	0.0	44.0	293.0	0.0	8.0	235.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764365	1080.0	4306.0	3296.0	0.0	3684.0	437.0	955.0	0.0	1039.0	1293.0	1084.0	35.0	126.0	0.0	26.0	0.0	0.0	0.0	18.0	212.0	0.0	34.0	178.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764366	763.0	4748.0	1633.0	0.0	2860.0	1001.0	1228.0	0.0	976.0	505.0	1121.0	20.0	87.0	0.0	14.0	0.0	0.0	0.0	0.0	247.0	0.0	5.0	58.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764368	721.0	5967.0	1925.0	0.0	4014.0	1103.0	1138.0	0.0	683.0	707.0	902.0	19.0	74.0	0.0	37.0	18.0	14.0	0.0	92.0	227.0	0.0	180.0	69.0	0.0	0.0	125.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764369	885.0	5684.0	2329.0	0.0	4043.0	1075.0	756.0	0.0	964.0	563.0	1168.0	47.0	57.0	0.0	0.0	66.0	0.0	0.0	0.0	294.0	0.0	26.0	137.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764370	1086.0	5377.0	2363.0	0.0	5090.0	1392.0	1106.0	0.0	1176.0	1032.0	1288.0	70.0	43.0	0.0	0.0	41.0	0.0	0.0	49.0	252.0	0.0	41.0	183.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764372	1365.0	4577.0	2793.0	0.0	4076.0	1174.0	937.0	0.0	1557.0	1193.0	1172.0	16.0	57.0	0.0	0.0	0.0	12.0	0.0	0.0	298.0	0.0	77.0	243.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764373	687.0	6665.0	3421.0	0.0	4701.0	2862.0	3443.0	0.0	1659.0	1592.0	2624.0	434.0	184.0	0.0	50.0	36.0	28.0	0.0	0.0	365.0	0.0	60.0	315.0	0.0	32.0	173.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764374	979.0	4132.0	2179.0	0.0	4166.0	1216.0	2189.0	0.0	1007.0	967.0	1124.0	323.0	97.0	0.0	56.0	75.0	0.0	0.0	70.0	256.0	0.0	89.0	98.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764375	905.0	4877.0	2123.0	0.0	3770.0	2147.0	2419.0	0.0	922.0	830.0	1437.0	153.0	27.0	10.0	29.0	23.0	0.0	0.0	73.0	248.0	0.0	141.0	49.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764376	2216.0	13543.0	6457.0	51.0	10509.0	3639.0	7417.0	0.0	2208.0	3159.0	5659.0	505.0	526.0	0.0	221.0	54.0	32.0	0.0	16.0	444.0	18.0	381.0	776.0	0.0	52.0	338.0	18.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764377	885.0	3510.0	1976.0	0.0	3753.0	713.0	583.0	0.0	759.0	1007.0	1040.0	0.0	18.0	0.0	21.0	20.0	0.0	0.0	0.0	304.0	0.0	0.0	113.0	0.0	0.0	51.0	39.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764378	605.0	5686.0	1872.0	0.0	3161.0	1487.0	1779.0	0.0	848.0	929.0	1362.0	136.0	56.0	0.0	0.0	9.0	0.0	0.0	0.0	303.0	0.0	39.0	76.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764398	134.0	1932.0	1283.0	0.0	2230.0	591.0	875.0	0.0	620.0	778.0	1199.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	301.0	0.0	29.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764399	1452.0	8023.0	5511.0	0.0	7595.0	2011.0	2577.0	0.0	2676.0	1897.0	1734.0	200.0	156.0	0.0	56.0	0.0	0.0	0.0	90.0	335.0	0.0	166.0	176.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764400	1269.0	5965.0	4958.0	0.0	5337.0	1017.0	2124.0	0.0	1255.0	1093.0	1317.0	103.0	75.0	0.0	31.0	19.0	0.0	0.0	74.0	341.0	13.0	15.0	330.0	0.0	0.0	75.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764402	831.0	4454.0	3025.0	0.0	5531.0	547.0	742.0	0.0	1491.0	538.0	1397.0	25.0	128.0	0.0	74.0	4.0	46.0	0.0	0.0	315.0	0.0	15.0	223.0	13.0	0.0	37.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764403	456.0	2916.0	1810.0	0.0	2723.0	470.0	374.0	0.0	494.0	426.0	213.0	89.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764404	1375.0	4224.0	2640.0	0.0	4836.0	644.0	1184.0	0.0	486.0	1057.0	1298.0	97.0	70.0	0.0	41.0	106.0	0.0	0.0	0.0	31.0	0.0	153.0	136.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764407	370.0	2833.0	2599.0	0.0	2397.0	432.0	237.0	0.0	732.0	810.0	157.0	20.0	0.0	3.0	44.0	61.0	0.0	0.0	0.0	214.0	10.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764408	663.0	6207.0	3352.0	0.0	4843.0	806.0	2572.0	0.0	794.0	1652.0	1952.0	228.0	153.0	10.0	73.0	0.0	0.0	0.0	58.0	347.0	0.0	114.0	273.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764415	725.0	6215.0	5423.0	0.0	4707.0	1184.0	769.0	0.0	1060.0	1518.0	1055.0	475.0	29.0	0.0	110.0	75.0	0.0	0.0	86.0	384.0	0.0	72.0	102.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764416	530.0	3149.0	1836.0	0.0	2742.0	1065.0	882.0	0.0	782.0	536.0	814.0	29.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	54.0	51.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764417	289.0	2868.0	1309.0	0.0	2014.0	1234.0	1110.0	0.0	627.0	616.0	942.0	72.0	39.0	0.0	27.0	0.0	0.0	0.0	0.0	450.0	0.0	30.0	31.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764418	765.0	3964.0	2126.0	0.0	2737.0	1176.0	1349.0	0.0	850.0	920.0	1243.0	188.0	53.0	0.0	41.0	0.0	0.0	0.0	79.0	305.0	0.0	43.0	150.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764419	273.0	3846.0	1483.0	0.0	3320.0	1959.0	2758.0	0.0	1019.0	856.0	1620.0	79.0	47.0	0.0	47.0	0.0	0.0	0.0	0.0	208.0	0.0	79.0	62.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764420	416.0	3357.0	1290.0	0.0	2974.0	1781.0	2249.0	0.0	1033.0	513.0	1324.0	66.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	136.0	29.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764421	343.0	4451.0	1816.0	0.0	3101.0	2195.0	2593.0	0.0	1019.0	699.0	1402.0	0.0	18.0	0.0	47.0	0.0	0.0	0.0	0.0	309.0	0.0	200.0	75.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764422	137.0	3715.0	1960.0	0.0	3348.0	1350.0	1489.0	0.0	942.0	966.0	1376.0	0.0	27.0	0.0	81.0	0.0	0.0	0.0	0.0	260.0	0.0	145.0	35.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764423	1049.0	5933.0	3812.0	0.0	4505.0	758.0	864.0	0.0	1405.0	1283.0	1100.0	13.0	129.0	0.0	79.0	114.0	26.0	0.0	57.0	212.0	0.0	73.0	657.0	0.0	0.0	31.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764424	319.0	4627.0	3087.0	0.0	3676.0	734.0	1512.0	0.0	926.0	1204.0	1409.0	0.0	260.0	0.0	38.0	13.0	0.0	0.0	0.0	303.0	0.0	116.0	125.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764425	335.0	4458.0	3094.0	0.0	3902.0	1038.0	2066.0	0.0	1057.0	1500.0	1327.0	110.0	336.0	0.0	77.0	0.0	0.0	0.0	0.0	380.0	0.0	28.0	213.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
