#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__FCPU426	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485	d__Bacteria;p__RCP2-54	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__Dadabacteria	d__Bacteria;p__Nitrospinota	d__Bacteria;p__PAUC34f	d__Bacteria;p__FW113	d__Bacteria;p__Rs-K70_termite_group	d__Bacteria;p__Deferribacterota	d__Bacteria;p__TA06	d__Bacteria;p__Synergistota	d__Bacteria;p__Thermotogota	d__Bacteria;p__Caldisericota	d__Bacteria;p__Caldatribacteriota	d__Bacteria;p__Coprothermobacterota
SRR9612336	1959.0	3430.0	355.0	143.0	3871.0	129.0	867.0	0.0	913.0	393.0	1045.0	12.0	821.0	0.0	81.0	20.0	0.0	0.0	58.0	84.0	0.0	208.0	9.0	4.0	0.0	0.0	214.0	0.0	0.0	0.0	5.0	3.0	13.0	357.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612337	3331.0	4430.0	422.0	350.0	6746.0	115.0	1459.0	0.0	1668.0	565.0	2150.0	68.0	2315.0	0.0	193.0	64.0	16.0	0.0	31.0	162.0	0.0	158.0	8.0	0.0	0.0	6.0	362.0	0.0	0.0	0.0	6.0	13.0	50.0	717.0	18.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612338	1860.0	3703.0	391.0	351.0	3877.0	134.0	817.0	0.0	1136.0	442.0	1028.0	34.0	973.0	0.0	120.0	30.0	15.0	30.0	14.0	149.0	0.0	80.0	20.0	0.0	0.0	0.0	215.0	0.0	0.0	0.0	9.0	0.0	78.0	366.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612339	2640.0	4054.0	570.0	442.0	4026.0	64.0	1100.0	0.0	1390.0	424.0	1337.0	46.0	1034.0	0.0	157.0	79.0	5.0	0.0	69.0	125.0	0.0	48.0	12.0	0.0	0.0	3.0	278.0	0.0	0.0	0.0	14.0	0.0	22.0	319.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612340	2509.0	3198.0	234.0	171.0	4657.0	158.0	824.0	0.0	1431.0	598.0	1245.0	29.0	1023.0	0.0	46.0	17.0	0.0	6.0	42.0	83.0	0.0	35.0	41.0	0.0	0.0	0.0	102.0	3.0	0.0	0.0	13.0	0.0	19.0	273.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612341	3354.0	4664.0	498.0	316.0	7064.0	134.0	1625.0	0.0	1570.0	669.0	1548.0	4.0	1745.0	0.0	142.0	39.0	0.0	0.0	56.0	49.0	0.0	45.0	10.0	0.0	0.0	4.0	167.0	0.0	0.0	0.0	0.0	10.0	13.0	400.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612342	3187.0	4798.0	381.0	464.0	6347.0	125.0	1421.0	0.0	1518.0	764.0	2361.0	54.0	2313.0	0.0	164.0	22.0	7.0	5.0	32.0	104.0	0.0	0.0	36.0	0.0	0.0	0.0	442.0	0.0	0.0	0.0	0.0	18.0	21.0	671.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612343	17.0	10217.0	356.0	47.0	58.0	401.0	450.0	0.0	13920.0	47.0	1065.0	11.0	17.0	0.0	0.0	19.0	0.0	138.0	127.0	0.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612344	67.0	2497.0	418.0	0.0	104.0	18.0	8209.0	0.0	774.0	161.0	1075.0	2.0	28.0	0.0	6.0	0.0	0.0	0.0	597.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612346	33.0	6195.0	628.0	57.0	358.0	104.0	273.0	0.0	4361.0	130.0	2063.0	9.0	57.0	0.0	7.0	0.0	0.0	73.0	403.0	4.0	0.0	4.0	11.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	35.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612347	0.0	6946.0	408.0	0.0	86.0	10.0	2523.0	0.0	562.0	128.0	1354.0	32.0	29.0	0.0	5.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612348	30.0	7416.0	670.0	32.0	365.0	91.0	262.0	0.0	4567.0	217.0	1719.0	10.0	52.0	0.0	6.0	13.0	0.0	0.0	349.0	2.0	0.0	29.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612350	0.0	7875.0	658.0	1191.0	239.0	1450.0	1330.0	0.0	4352.0	109.0	2025.0	9.0	37.0	0.0	0.0	0.0	0.0	23142.0	10.0	19.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612351	1744.0	3036.0	331.0	148.0	3979.0	231.0	588.0	0.0	1640.0	437.0	1716.0	10.0	1123.0	2.0	158.0	4.0	11.0	3.0	17.0	59.0	0.0	9.0	43.0	0.0	0.0	4.0	249.0	0.0	0.0	0.0	2.0	33.0	20.0	407.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612352	5.0	9365.0	480.0	546.0	544.0	1008.0	3168.0	0.0	9987.0	221.0	2545.0	31.0	63.0	0.0	12.0	66.0	0.0	5255.0	341.0	2.0	0.0	0.0	67.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	44.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612353	37.0	11416.0	526.0	1229.0	498.0	602.0	1908.0	0.0	10757.0	162.0	2455.0	53.0	46.0	0.0	12.0	22.0	0.0	875.0	172.0	13.0	0.0	3.0	32.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	75.0	0.0	2.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612354	6.0	13778.0	834.0	499.0	516.0	1948.0	2852.0	0.0	8172.0	199.0	2217.0	16.0	25.0	0.0	0.0	9.0	0.0	0.0	110.0	2.0	0.0	0.0	3.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612355	11.0	9114.0	514.0	1209.0	530.0	538.0	1387.0	0.0	13800.0	129.0	2793.0	12.0	35.0	0.0	0.0	29.0	0.0	1279.0	79.0	32.0	0.0	2.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612356	3636.0	3651.0	383.0	68.0	5671.0	29.0	1297.0	0.0	975.0	522.0	1340.0	24.0	1691.0	0.0	209.0	5.0	0.0	0.0	22.0	57.0	0.0	43.0	7.0	0.0	0.0	4.0	107.0	0.0	0.0	0.0	0.0	0.0	18.0	273.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612357	2147.0	3969.0	655.0	108.0	3201.0	39.0	1062.0	0.0	679.0	614.0	1317.0	60.0	1088.0	0.0	164.0	57.0	10.0	0.0	126.0	57.0	0.0	26.0	27.0	0.0	5.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	17.0	179.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612358	2170.0	2893.0	454.0	69.0	3508.0	52.0	231.0	0.0	632.0	694.0	581.0	39.0	843.0	0.0	162.0	20.0	5.0	0.0	0.0	92.0	4.0	198.0	8.0	0.0	0.0	3.0	90.0	2.0	0.0	0.0	2.0	0.0	22.0	238.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612363	2376.0	3673.0	575.0	22.0	5726.0	33.0	1250.0	0.0	806.0	1174.0	1383.0	47.0	2102.0	0.0	147.0	20.0	7.0	0.0	29.0	61.0	0.0	580.0	23.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	278.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612364	1904.0	2990.0	455.0	68.0	3316.0	391.0	617.0	0.0	582.0	473.0	1377.0	8.0	976.0	0.0	155.0	15.0	8.0	0.0	19.0	44.0	0.0	775.0	6.0	0.0	0.0	0.0	119.0	5.0	0.0	0.0	0.0	0.0	12.0	231.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612365	2686.0	2386.0	215.0	204.0	4509.0	65.0	1157.0	0.0	887.0	561.0	1168.0	46.0	1295.0	0.0	73.0	0.0	7.0	0.0	37.0	63.0	0.0	46.0	7.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	238.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612366	2689.0	4564.0	631.0	356.0	5470.0	62.0	1022.0	0.0	1877.0	584.0	2102.0	16.0	1346.0	4.0	199.0	27.0	0.0	3.0	176.0	160.0	0.0	290.0	24.0	0.0	0.0	0.0	326.0	3.0	0.0	0.0	13.0	0.0	48.0	398.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612367	3965.0	5125.0	602.0	588.0	6582.0	143.0	1469.0	0.0	2637.0	828.0	2747.0	26.0	1530.0	0.0	275.0	59.0	4.0	0.0	36.0	219.0	3.0	50.0	65.0	0.0	8.0	0.0	149.0	6.0	0.0	0.0	5.0	0.0	35.0	361.0	33.0	12.0	0.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612368	5405.0	8772.0	815.0	736.0	9033.0	440.0	2407.0	0.0	3667.0	1168.0	3434.0	73.0	2802.0	0.0	395.0	74.0	14.0	17.0	87.0	323.0	0.0	53.0	46.0	2.0	0.0	0.0	318.0	3.0	0.0	0.0	17.0	53.0	50.0	604.0	12.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	4.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612369	6101.0	10557.0	1682.0	641.0	10385.0	598.0	3013.0	4.0	3799.0	1678.0	5391.0	123.0	2944.0	8.0	578.0	175.0	11.0	34.0	256.0	231.0	0.0	81.0	67.0	0.0	0.0	5.0	521.0	0.0	0.0	0.0	22.0	33.0	54.0	857.0	7.0	4.0	0.0	4.0	9.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612370	2836.0	4924.0	729.0	137.0	5170.0	204.0	1006.0	0.0	1225.0	943.0	1668.0	29.0	1445.0	0.0	146.0	29.0	5.0	2.0	132.0	51.0	0.0	104.0	4.0	4.0	0.0	3.0	174.0	2.0	0.0	0.0	6.0	0.0	25.0	288.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612371	5919.0	7474.0	642.0	1101.0	13615.0	568.0	2919.0	0.0	4227.0	1441.0	5425.0	36.0	5109.0	0.0	690.0	61.0	20.0	0.0	11.0	272.0	0.0	30.0	91.0	0.0	0.0	3.0	446.0	3.0	0.0	0.0	17.0	70.0	62.0	904.0	26.0	15.0	0.0	6.0	16.0	10.0	0.0	0.0	19.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612372	85.0	17567.0	3597.0	305.0	580.0	751.0	2638.0	0.0	14780.0	400.0	2774.0	106.0	547.0	0.0	50.0	70.0	0.0	61.0	1122.0	0.0	0.0	37.0	23.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612373	54.0	7024.0	1058.0	45.0	528.0	158.0	1913.0	0.0	8526.0	180.0	2404.0	31.0	21.0	0.0	7.0	25.0	0.0	30.0	326.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	35.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612374	23.0	6922.0	925.0	10.0	301.0	0.0	14985.0	0.0	1752.0	27.0	1873.0	169.0	39.0	0.0	0.0	110.0	0.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612375	127.0	16526.0	1664.0	1778.0	1415.0	408.0	2361.0	0.0	8921.0	307.0	2571.0	109.0	130.0	0.0	16.0	35.0	0.0	193.0	281.0	5.0	0.0	22.0	21.0	0.0	3.0	0.0	11.0	0.0	0.0	0.0	216.0	0.0	16.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612376	17.0	7984.0	1195.0	1646.0	644.0	1227.0	1356.0	0.0	8625.0	246.0	2134.0	31.0	271.0	0.0	3.0	417.0	0.0	224.0	1135.0	3.0	0.0	25.0	30.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612377	41.0	7658.0	690.0	51.0	895.0	185.0	3470.0	0.0	3049.0	277.0	2112.0	47.0	96.0	0.0	7.0	37.0	0.0	0.0	815.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612378	79.0	7204.0	1525.0	30.0	1061.0	64.0	8768.0	0.0	3967.0	159.0	5802.0	35.0	186.0	0.0	21.0	181.0	0.0	0.0	639.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612379	29.0	5808.0	769.0	79.0	387.0	117.0	1170.0	0.0	6595.0	238.0	2882.0	33.0	82.0	0.0	9.0	32.0	0.0	4.0	670.0	4.0	0.0	0.0	34.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	141.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612380	2190.0	3466.0	394.0	360.0	4195.0	164.0	914.0	0.0	1515.0	352.0	1132.0	24.0	1011.0	0.0	107.0	26.0	0.0	11.0	26.0	112.0	0.0	17.0	21.0	0.0	0.0	0.0	167.0	0.0	0.0	0.0	2.0	0.0	6.0	392.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612381	27.0	9341.0	976.0	532.0	448.0	205.0	1351.0	0.0	7136.0	274.0	2482.0	19.0	95.0	0.0	2.0	40.0	6.0	0.0	455.0	4.0	0.0	2.0	6.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	86.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612382	3928.0	4719.0	488.0	125.0	8761.0	108.0	1677.0	0.0	1634.0	917.0	3124.0	26.0	2642.0	0.0	313.0	66.0	17.0	0.0	38.0	111.0	0.0	132.0	6.0	0.0	0.0	0.0	356.0	0.0	0.0	0.0	0.0	0.0	52.0	701.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612384	57.0	18444.0	1115.0	368.0	829.0	3048.0	799.0	0.0	19271.0	912.0	3207.0	20.0	108.0	2.0	5.0	24.0	0.0	155.0	113.0	17.0	0.0	126.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	45.0	0.0	7.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612385	67.0	5906.0	1527.0	60.0	1549.0	67.0	8256.0	0.0	4749.0	629.0	7533.0	28.0	155.0	0.0	0.0	121.0	0.0	17.0	1141.0	0.0	0.0	10.0	19.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612386	3430.0	4988.0	653.0	193.0	9457.0	101.0	1459.0	0.0	1380.0	704.0	2723.0	39.0	3070.0	0.0	230.0	126.0	9.0	0.0	51.0	119.0	0.0	8.0	23.0	7.0	0.0	0.0	463.0	0.0	0.0	0.0	0.0	0.0	107.0	1203.0	11.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612387	3974.0	3289.0	657.0	37.0	3339.0	251.0	2279.0	0.0	587.0	271.0	2558.0	6.0	1498.0	0.0	101.0	0.0	0.0	0.0	0.0	18.0	0.0	25.0	6.0	0.0	0.0	0.0	45.0	7.0	0.0	0.0	6.0	0.0	18.0	95.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612388	4013.0	2835.0	399.0	0.0	3027.0	47.0	2062.0	0.0	370.0	260.0	1067.0	9.0	873.0	0.0	115.0	2.0	0.0	0.0	26.0	9.0	0.0	13.0	2.0	0.0	0.0	0.0	51.0	8.0	0.0	0.0	2.0	0.0	0.0	71.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612389	33.0	6886.0	509.0	223.0	537.0	211.0	1767.0	0.0	17212.0	110.0	1604.0	4.0	56.0	0.0	12.0	6.0	0.0	5.0	287.0	35.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	19.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612390	3142.0	3511.0	325.0	197.0	7387.0	43.0	1753.0	0.0	1617.0	492.0	2231.0	8.0	1908.0	0.0	153.0	14.0	0.0	0.0	37.0	147.0	0.0	32.0	13.0	6.0	0.0	0.0	475.0	0.0	0.0	0.0	2.0	10.0	20.0	487.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
