#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__FCPU426	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485	d__Bacteria;p__RCP2-54	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__Dadabacteria	d__Bacteria;p__Nitrospinota	d__Bacteria;p__PAUC34f	d__Bacteria;p__FW113	d__Bacteria;p__Rs-K70_termite_group	d__Bacteria;p__Deferribacterota	d__Bacteria;p__Synergistota	d__Bacteria;p__Thermotogota	d__Bacteria;p__Caldisericota	d__Bacteria;p__Caldatribacteriota	d__Bacteria;p__Coprothermobacterota
SRR6764916	0.0	6811.0	5367.0	0.0	1128.0	581.0	1817.0	0.0	614.0	1024.0	155.0	166.0	0.0	0.0	121.0	0.0	0.0	0.0	48.0	110.0	0.0	0.0	782.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764940	363.0	5963.0	5632.0	0.0	1458.0	302.0	778.0	0.0	505.0	1483.0	129.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	156.0	0.0	22.0	474.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764941	260.0	3607.0	3402.0	0.0	1478.0	247.0	537.0	0.0	460.0	604.0	126.0	192.0	0.0	0.0	52.0	0.0	0.0	0.0	89.0	99.0	0.0	35.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764950	419.0	5814.0	4373.0	0.0	2287.0	192.0	1047.0	0.0	898.0	867.0	507.0	135.0	14.0	0.0	0.0	0.0	0.0	0.0	37.0	162.0	0.0	37.0	532.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764951	673.0	6150.0	3667.0	0.0	2578.0	417.0	1038.0	0.0	1499.0	1077.0	581.0	245.0	15.0	0.0	89.0	25.0	0.0	0.0	0.0	211.0	0.0	22.0	271.0	0.0	19.0	0.0	0.0	7.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764952	918.0	9013.0	5126.0	11.0	3748.0	520.0	1534.0	0.0	2060.0	2169.0	762.0	822.0	27.0	0.0	111.0	41.0	0.0	0.0	418.0	125.0	0.0	95.0	645.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764953	743.0	5888.0	5276.0	0.0	2920.0	378.0	884.0	0.0	1266.0	1841.0	492.0	614.0	39.0	0.0	91.0	33.0	4.0	0.0	341.0	96.0	0.0	33.0	490.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764954	781.0	7377.0	5795.0	0.0	3703.0	603.0	1548.0	0.0	1462.0	2326.0	664.0	859.0	64.0	0.0	129.0	29.0	0.0	0.0	442.0	157.0	0.0	54.0	487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764955	667.0	5763.0	4310.0	0.0	2475.0	436.0	1027.0	0.0	679.0	1172.0	545.0	122.0	57.0	0.0	91.0	26.0	0.0	0.0	0.0	205.0	0.0	77.0	712.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765000	472.0	5818.0	5241.0	0.0	1657.0	635.0	1044.0	0.0	1070.0	867.0	188.0	503.0	117.0	0.0	52.0	0.0	0.0	0.0	331.0	159.0	0.0	21.0	571.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765002	425.0	10002.0	7097.0	0.0	3357.0	864.0	1375.0	0.0	1495.0	1429.0	856.0	69.0	83.0	0.0	61.0	35.0	0.0	0.0	219.0	176.0	0.0	121.0	614.0	0.0	19.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765003	383.0	6404.0	6309.0	0.0	2993.0	527.0	1034.0	0.0	1492.0	1004.0	320.0	518.0	28.0	0.0	121.0	0.0	0.0	0.0	456.0	231.0	0.0	69.0	624.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765004	338.0	7550.0	6702.0	0.0	2989.0	257.0	816.0	0.0	1431.0	1464.0	466.0	620.0	87.0	0.0	110.0	0.0	0.0	0.0	217.0	110.0	0.0	114.0	631.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765005	44.0	8773.0	6106.0	0.0	718.0	99.0	1144.0	0.0	759.0	1142.0	316.0	187.0	0.0	0.0	82.0	13.0	0.0	0.0	14.0	0.0	0.0	0.0	585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765006	69.0	7635.0	7389.0	0.0	1740.0	555.0	2356.0	0.0	1313.0	1333.0	348.0	636.0	24.0	0.0	112.0	24.0	0.0	0.0	199.0	151.0	0.0	72.0	575.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765007	696.0	6723.0	6649.0	0.0	1323.0	415.0	1092.0	0.0	1067.0	1237.0	201.0	242.0	0.0	0.0	0.0	17.0	0.0	0.0	508.0	225.0	0.0	31.0	359.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765008	71.0	9054.0	7683.0	0.0	1986.0	978.0	1582.0	0.0	1096.0	821.0	506.0	226.0	83.0	0.0	83.0	31.0	0.0	0.0	115.0	343.0	0.0	34.0	829.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765009	437.0	6195.0	6138.0	0.0	1635.0	526.0	765.0	0.0	468.0	670.0	474.0	67.0	42.0	0.0	72.0	0.0	0.0	0.0	147.0	295.0	0.0	0.0	952.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765013	169.0	4753.0	3244.0	0.0	1811.0	216.0	806.0	0.0	564.0	852.0	352.0	31.0	8.0	0.0	57.0	0.0	0.0	0.0	20.0	99.0	0.0	0.0	252.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765014	493.0	6600.0	4117.0	0.0	2237.0	828.0	901.0	0.0	759.0	1342.0	881.0	163.0	17.0	0.0	71.0	0.0	0.0	0.0	65.0	130.0	0.0	64.0	387.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765026	136.0	7361.0	6506.0	0.0	1556.0	1102.0	1225.0	0.0	790.0	1032.0	372.0	338.0	0.0	0.0	93.0	0.0	0.0	0.0	155.0	221.0	0.0	19.0	623.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765027	171.0	3856.0	3446.0	0.0	1092.0	102.0	689.0	0.0	424.0	760.0	193.0	148.0	0.0	0.0	42.0	0.0	0.0	0.0	76.0	56.0	0.0	0.0	551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765028	299.0	4662.0	3532.0	0.0	1629.0	410.0	822.0	0.0	513.0	856.0	560.0	120.0	19.0	0.0	0.0	0.0	0.0	0.0	27.0	68.0	0.0	131.0	512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765029	188.0	6830.0	6552.0	0.0	1632.0	933.0	1558.0	0.0	855.0	1400.0	118.0	159.0	0.0	0.0	89.0	0.0	0.0	0.0	249.0	126.0	0.0	10.0	746.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765032	399.0	4734.0	2790.0	0.0	2093.0	602.0	998.0	0.0	493.0	748.0	450.0	45.0	9.0	0.0	70.0	0.0	0.0	0.0	41.0	229.0	0.0	37.0	233.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765033	471.0	6384.0	3432.0	0.0	1225.0	626.0	1585.0	0.0	366.0	569.0	595.0	29.0	19.0	0.0	49.0	0.0	0.0	0.0	0.0	205.0	0.0	17.0	632.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765034	344.0	5341.0	3264.0	0.0	1560.0	297.0	1178.0	0.0	556.0	788.0	108.0	171.0	0.0	0.0	47.0	0.0	0.0	0.0	156.0	86.0	0.0	0.0	210.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765035	208.0	6060.0	3180.0	0.0	1589.0	538.0	1447.0	0.0	613.0	793.0	546.0	53.0	9.0	0.0	58.0	0.0	0.0	0.0	78.0	197.0	0.0	0.0	566.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765036	34.0	4380.0	3247.0	0.0	1193.0	607.0	1317.0	0.0	696.0	748.0	374.0	214.0	0.0	0.0	71.0	0.0	0.0	0.0	80.0	102.0	0.0	0.0	287.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765037	517.0	5497.0	4180.0	0.0	1631.0	471.0	1319.0	0.0	1059.0	1223.0	294.0	221.0	9.0	0.0	0.0	0.0	0.0	0.0	156.0	205.0	0.0	26.0	379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765038	353.0	4792.0	3601.0	0.0	1083.0	292.0	1030.0	0.0	749.0	743.0	162.0	91.0	28.0	0.0	0.0	0.0	0.0	0.0	286.0	112.0	0.0	0.0	306.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765039	53.0	4018.0	3001.0	0.0	579.0	399.0	1571.0	0.0	267.0	529.0	258.0	64.0	12.0	0.0	31.0	0.0	0.0	0.0	6.0	125.0	0.0	10.0	480.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765056	303.0	6382.0	5537.0	0.0	2114.0	382.0	1002.0	0.0	835.0	1337.0	347.0	230.0	23.0	0.0	0.0	0.0	0.0	0.0	150.0	227.0	0.0	35.0	358.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765057	322.0	5730.0	4910.0	0.0	2006.0	335.0	963.0	0.0	762.0	1127.0	246.0	139.0	30.0	0.0	0.0	22.0	0.0	0.0	239.0	154.0	0.0	96.0	402.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765058	146.0	5480.0	5005.0	0.0	2531.0	729.0	2092.0	0.0	740.0	980.0	441.0	208.0	99.0	0.0	79.0	0.0	0.0	0.0	17.0	157.0	0.0	28.0	1286.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765059	152.0	5179.0	5432.0	0.0	3089.0	798.0	2734.0	0.0	770.0	988.0	416.0	199.0	134.0	0.0	76.0	0.0	0.0	0.0	41.0	181.0	0.0	29.0	900.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765081	92.0	5263.0	2451.0	0.0	2167.0	606.0	1818.0	0.0	669.0	236.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765083	267.0	7914.0	4708.0	0.0	3819.0	240.0	1155.0	0.0	1084.0	1418.0	117.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	20.0	62.0	0.0	0.0	301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765085	181.0	5775.0	3148.0	0.0	2118.0	447.0	986.0	0.0	387.0	603.0	0.0	0.0	0.0	0.0	40.0	21.0	0.0	0.0	0.0	92.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765089	69.0	4061.0	3281.0	0.0	3631.0	170.0	650.0	0.0	1043.0	755.0	83.0	0.0	0.0	15.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765095	247.0	5627.0	3706.0	30.0	2960.0	424.0	1200.0	0.0	1091.0	916.0	139.0	0.0	27.0	26.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765096	231.0	5877.0	2399.0	0.0	2778.0	250.0	1412.0	0.0	470.0	1306.0	370.0	16.0	22.0	0.0	92.0	42.0	0.0	0.0	11.0	94.0	0.0	0.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765102	55.0	3964.0	4744.0	0.0	1938.0	490.0	683.0	0.0	147.0	367.0	116.0	0.0	0.0	0.0	31.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765105	188.0	4502.0	3560.0	0.0	1692.0	599.0	455.0	0.0	386.0	707.0	99.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765107	538.0	11058.0	6901.0	149.0	4534.0	1381.0	2483.0	0.0	1297.0	1488.0	510.0	29.0	150.0	0.0	72.0	0.0	0.0	0.0	69.0	90.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765109	184.0	7447.0	5797.0	0.0	4776.0	1079.0	2074.0	0.0	790.0	1038.0	338.0	11.0	0.0	0.0	87.0	49.0	0.0	0.0	72.0	98.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765111	181.0	5323.0	4596.0	0.0	2539.0	321.0	280.0	0.0	1040.0	876.0	58.0	11.0	18.0	0.0	105.0	0.0	0.0	0.0	101.0	33.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765113	283.0	6052.0	7219.0	216.0	3111.0	584.0	915.0	0.0	1185.0	1193.0	93.0	56.0	65.0	0.0	162.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6765114	188.0	4891.0	4176.0	63.0	1767.0	247.0	425.0	0.0	494.0	595.0	120.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
